n.id,n.format,n.vd16_number,n.controversy,n.Erscheinungsort,n.year_of_publication
01-1854,4°,M 2192,Majoristischer Streit,Wittenberg,1570
01-2044,8°,M 1999,Majoristischer Streit,Wittenberg,1558
01-0892,4°,M 2421,Majoristischer Streit  / Adiaphoristischer Streit / allgemeine Schrift,Wittenberg,1558
01-1711,4°,M 2422,Majoristischer Streit  / Adiaphoristischer Streit / allgemeine Schrift,Wittenberg,1559
01-0866,8°,M 3756,Majoristischer Streit ?,Wittenberg,1550
01-1101,8°,M 3924,Obrigkeitliche Dokumente,Wittenberg,1554
01-0646,4°,L 788,Osiandrischer Streit,Wittenberg,1553
01-0663,4°,B 7590,Osiandrischer Streit,Wittenberg,1553
01-0690,4°,M 5063,Osiandrischer Streit,Wittenberg,1555
01-0698,4°,R 3324,Osiandrischer Streit,Wittenberg,1555
01-0781,8°,P 4662,Osiandrischer Streit,Wittenberg,1558
01-0864,8°,M 3028,Osiandrischer Streit,Wittenberg,1550
01-0894,4°,F 1423,Osiandrischer Streit,Wittenberg,1552
01-0895,8°,A 1728,Osiandrischer Streit,Wittenberg,1552
01-1034,8°,M 4025,Osiandrischer Streit,Wittenberg,1553
01-1085,8°,M 3891,Osiandrischer Streit,Wittenberg,1553
01-1370,4°,K 1466,Osiandrischer Streit,Wittenberg,1552
01-1372,4°,P 4029,Osiandrischer Streit,Wittenberg,1552
01-1374,4°,M 2501,Osiandrischer Streit,Wittenberg,1552
01-1384,4°,L 790,Osiandrischer Streit,Wittenberg,1552
01-1448,4°,L 793,Osiandrischer Streit,Wittenberg,1552
01-1695,4°,L 3477,Osiandrischer Streit,Wittenberg,1552
01-1705,4°,M 3183,Osiandrischer Streit,Wittenberg,1550
01-1749,8°,ZV 5903,Osiandrischer Streit,Wittenberg,1553
01-1847,8°,ZV 9502,Osiandrischer Streit,Wittenberg,1552
01-2025,4°,M 2502,Osiandrischer Streit,Wittenberg,1552
01-0276,8°,G 458,Prädestinatianischer Streit,Wittenberg,1566
01-0840,8°,H 3260,Schwenckfeld,Wittenberg,1560
01-1977,8°,R 70,Schwenckfeld,Wittenberg,1556
01-2009,8°,M 4026,Schwenckfeld,Wittenberg,1554
01-0125,8°,L 571,Schwenckfeld / allgemeiner Druck,Wittenberg,1568
01-1098,8°,H 1818,Stancaristischer Streit,Wittenberg,1555
01-1144,8°,M 3085,stancaristischer Streit,Wittenberg,1560
01-0028,4°,P 1747,Synergistischer Streit,Wittenberg,1571
01-0123,8°,L 568,Synergistischer Streit,Wittenberg,1568
01-0637,4°,R 655,Synergistischer Streit,Wittenberg,1562
01-1526,4°,ZV 12421,Synergistischer Streit,Wittenberg,1558
01-1537,8°,P 162,Synergistischer Streit,Wittenberg,1558
01-2036,8°,L 581,Synergistischer Streit,Wittenberg,1568
01-1764,8°,C 1189,Widerstand gegen das Augsburger Interim,Wittenberg,1548
01-0720,4°,S 5153,Wormser Gespräch,Wittenberg,1557
01-1043,4°,S 5143,Wormser Gespräch,Wittenberg,1557
01-0001,8°,S 5500,Abendmahlslehre und Christologie,Wolfenbüttel,1571
01-0002,4°,S 5594,Abendmahlslehre und Christologie,Wolfenbüttel,1571
01-0010,4°,C 2229,Abendmahlslehre und Christologie,Wolfenbüttel,1571
01-0079,8°,S 5660,Abendmahlslehre und Christologie,Wolfenbüttel,1571
01-0345,8°,S 5441,Abendmahlslehre und Christologie,Wolfenbüttel,1571
01-0346,8°,R 3479,Abendmahlslehre und Christologie,Wolfenbüttel,1571
01-0356,8°,S 5674,Abendmahlslehre und Christologie,Wolfenbüttel,1571
01-0366,8°,S 5675,Abendmahlslehre und Christologie,Wolfenbüttel,1571
01-0368,8°,R 3479,Abendmahlslehre und Christologie,Wolfenbüttel,1571
01-0374,8°,S 5656,Abendmahlslehre und Christologie,Wolfenbüttel,1572
01-0394,8°,ZV 14333,Abendmahlslehre und Christologie,Wolfenbüttel,1572
01-0395,8°,H 444,Abendmahlslehre und Christologie,Wolfenbüttel,1572
01-0405,8°,S 5443,Abendmahlslehre und Christologie,Wolfenbüttel,1573
01-0423,4°,K 1067,Abendmahlslehre und Christologie,Wolfenbüttel,1575
01-1651,8°,G 2531,Abendmahlslehre und Christologie,Wolfenbüttel,1571
01-1676,4°,C 2228,Abendmahlslehre und Christologie,Wolfenbüttel,1571
01-1883,8°,S 5676,Abendmahlslehre und Christologie,Wolfenbüttel,1571
01-1887,8°,ZV 14332,Abendmahlslehre und Christologie,Wolfenbüttel,1571
01-1892,4°,C 2230,Abendmahlslehre und Christologie,Wolfenbüttel,1571
01-2037,8°,ZV 14330,Abendmahlslehre und Christologie,Wolfenbüttel,1570
01-0082,8°,B 7340,allgemeiner Druck,Wolfenbüttel,1574
01-0151,4°,A 2533,allgemeiner Druck,Wolfenbüttel,1570
01-0154,4°,A 2642,allgemeiner Druck,Wolfenbüttel,1570
01-0159,4°,A 2641,allgemeiner Druck,Wolfenbüttel,1570
01-0462,8°,V 513,allgemeiner Druck,Wolfenbüttel,1577
01-1914,8°,K 1052,Allgemeiner Druck,Wolfenbüttel,1575
01-1916,4°,K 1061,Allgemeiner Druck,Wolfenbüttel,1579
01-1499,4°,H 3118,Antinomistischer Streit,Wolfenbüttel,1578
01-2056,8°,K 1063,Antinomistischer Streit,Wolfenbüttel,1576
01-0229,4°,H 3017,Diskussion FC,Wolfenbüttel,1578
01-1826,4°,H 3017,Diskussion FC,Wolfenbüttel,1578
01-0419,8°,K 1069,Erbsündenstreit,Wolfenbüttel,1575
01-0202,2°,M 2904,Obrigkeitliche Dokumente,Wolfenbüttel,1576
01-0738,k. A.,M 4079,Schwenckfeld,Worms,1557
01-2008,4°,A 2999,Schwenckfeld,Worms,1557
01-0029,8°,B 9552,Abendmahlslehre und Christologie,Zürich,1571
01-0192,8°,W 1018,Abendmahlslehre und Christologie,Zürich,1578
01-0330,8°,S 6506,Abendmahlslehre und Christologie,Zürich,1571
01-0440,8°,V 836,Abendmahlslehre und Christologie,Zürich,1575
01-0519,k. A.,L 823,Abendmahlslehre und Christologie,Zürich,1564
01-0575,8°,B 9677,Abendmahlslehre und Christologie,Zürich,1561
01-0724,8°,A 2455,Abendmahlslehre und Christologie,Zürich,1557
01-1099,8°,C 301,Abendmahlslehre und Christologie,Zürich,1555
01-1106,8°,B 9548,Abendmahlslehre und Christologie,Zürich,1556
01-1130,8°,B 9577,Abendmahlslehre und Christologie,Zürich,1558
01-1177,8°,V 833,Abendmahlslehre und Christologie,Zürich,1561
01-1219,4°,L 822,Abendmahlslehre und Christologie,Zürich,1563
01-1467,8°,B 9556,Abendmahlslehre und Christologie,Zürich,1575
01-1879,8°,B 9674,Abendmahlslehre und Christologie,Zürich,1562
01-1931,8°,O 225,Abendmahlslehre und Christologie,Zürich,1556
01-1947,8°,L 832,Allgemeiner Druch,Zürich,1576
01-1432,8°,B 9651,Allgemeiner Druck,Zürich,1575
01-1956,8°,B 9650,Allgemeiner Druck,Zürich,1575
01-0303,8°,S 6498,Antitrinitarischer Streit,Zürich,1568
01-1925,8°,O 206,Höllen- und Fegefeuerstreit,Zürich,1555
01-1189,8°,B 9609,stancaristischer Streit,Zürich,1561
